"country_of_residence","cor_iso3","country_of_origin","coo_iso3","election_date","election_type","registered_voters","total_votes","valid_votes","valid_votes2","null_votes","blanco_votes","invalid_votes","votes_party_1","party_party_1","votes_party_2","party_party_2","votes_party_3","party_party_3","votes_party_4","party_party_4","votes_party_5","party_party_5","votes_party_6","party_party_6","votes_party_7","party_party_7","votes_party_8","party_party_8","votes_party_9","party_party_9","votes_party_10","party_party_10","votes_party_11","party_party_11","votes_party_12","party_party_12","votes_party_13","party_party_13","votes_party_14","party_party_14","votes_party_15","party_party_15","votes_party_16","party_party_16","votes_party_17","party_party_17","votes_party_18","party_party_18","votes_party_19","party_party_19","votes_party_20","party_party_20","votes_party_21","party_party_21","votes_party_22","party_party_22","votes_party_23","party_party_23","votes_party_24","party_party_24","votes_party_25","party_party_25","votes_party_26","party_party_26","votes_party_27","party_party_27","votes_party_28","party_party_28","votes_party_29","party_party_29","votes_party_30","party_party_30","votes_party_31","party_party_31","votes_party_32","party_party_32","votes_party_33","party_party_33","votes_party_34","party_party_34","votes_party_35","party_party_35","votes_party_36","party_party_36","votes_party_37","party_party_37","votes_party_38","party_party_38","votes_party_39","party_party_39","votes_party_40","party_party_40","votes_party_41","party_party_41","votes_party_42","party_party_42","votes_party_43","party_party_43","votes_party_44","party_party_44","votes_party_45","party_party_45","votes_party_46","party_party_46","votes_party_47","party_party_47","votes_party_48","party_party_48","votes_party_49","party_party_49","votes_party_50","party_party_50","votes_party_51","party_party_51","votes_party_52","party_party_52","votes_party_53","party_party_53","votes_party_54","party_party_54","votes_party_55","party_party_55","national_winner","votes_national_winner","unmarked_votes"
"Nigeria","NGA","Romania","ROU",2000-11-26,"Presidential",NA,44,44,44,0,NA,NA,15,"CONSTANTIN MUGUREL ISARESCU",15,"ION ILIESCU",6,"CORNELIU VADIM TUDOR",4,"THEODOR DUMITRU STOLOJAN",2,"TEODOR VIOREL MELESCANU",2,"PETRE ROMAN",0,"GRAZIELA-ELENA BIRLA",0,"GYORGY FRUNDA",0,"GHEORGHE EDUARD MANOLE",0,"NICULAE CERVENI",0,"PAUL-PHILIPPE HOHENZOLLERN",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",15,NA
"Norway","NOR","Romania","ROU",2000-11-26,"Presidential",NA,90,90,90,0,NA,NA,32,"THEODOR DUMITRU STOLOJAN",30,"CONSTANTIN MUGUREL ISARESCU",14,"ION ILIESCU",8,"CORNELIU VADIM TUDOR",6,"GYORGY FRUNDA",0,"GRAZIELA-ELENA BIRLA",0,"TEODOR VIOREL MELESCANU",0,"PETRE ROMAN",0,"GHEORGHE EDUARD MANOLE",0,"NICULAE CERVENI",0,"PAUL-PHILIPPE HOHENZOLLERN",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",14,NA
"Netherlands","NLD","Romania","ROU",2000-11-26,"Presidential",NA,446,444,444,2,NA,NA,201,"CONSTANTIN MUGUREL ISARESCU",135,"THEODOR DUMITRU STOLOJAN",45,"ION ILIESCU",26,"CORNELIU VADIM TUDOR",14,"GYORGY FRUNDA",11,"PETRE ROMAN",6,"TEODOR VIOREL MELESCANU",3,"GHEORGHE EDUARD MANOLE",1,"GRAZIELA-ELENA BIRLA",1,"NICULAE CERVENI",1,"PAUL-PHILIPPE HOHENZOLLERN",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",45,NA
"Pakistan","PAK","Romania","ROU",2000-11-26,"Presidential",NA,13,12,12,1,NA,NA,3,"THEODOR DUMITRU STOLOJAN",2,"ION ILIESCU",2,"CORNELIU VADIM TUDOR",2,"TEODOR VIOREL MELESCANU",1,"GRAZIELA-ELENA BIRLA",1,"PETRE ROMAN",1,"PAUL-PHILIPPE HOHENZOLLERN",0,"CONSTANTIN MUGUREL ISARESCU",0,"GYORGY FRUNDA",0,"GHEORGHE EDUARD MANOLE",0,"NICULAE CERVENI",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",2,NA
"Peru","PER","Romania","ROU",2000-11-26,"Presidential",NA,34,33,33,1,NA,NA,10,"THEODOR DUMITRU STOLOJAN",8,"ION ILIESCU",5,"CONSTANTIN MUGUREL ISARESCU",2,"GHEORGHE EDUARD MANOLE",2,"NICULAE CERVENI",2,"ION SASU",1,"TEODOR VIOREL MELESCANU",1,"PETRE ROMAN",1,"GYORGY FRUNDA",1,"PAUL-PHILIPPE HOHENZOLLERN",0,"CORNELIU VADIM TUDOR",0,"GRAZIELA-ELENA BIRLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",8,NA
"Poland","POL","Romania","ROU",2000-11-26,"Presidential",NA,91,91,91,0,NA,NA,36,"CONSTANTIN MUGUREL ISARESCU",24,"ION ILIESCU",10,"THEODOR DUMITRU STOLOJAN",9,"CORNELIU VADIM TUDOR",5,"GYORGY FRUNDA",3,"PETRE ROMAN",1,"GRAZIELA-ELENA BIRLA",1,"GHEORGHE EDUARD MANOLE",1,"PAUL-PHILIPPE HOHENZOLLERN",1,"ION SASU",0,"TEODOR VIOREL MELESCANU",0,"NICULAE CERVENI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",24,NA
"Portugal","PRT","Romania","ROU",2000-11-26,"Presidential",NA,232,231,231,1,NA,NA,96,"CONSTANTIN MUGUREL ISARESCU",42,"THEODOR DUMITRU STOLOJAN",31,"CORNELIU VADIM TUDOR",27,"ION ILIESCU",18,"PETRE ROMAN",10,"TEODOR VIOREL MELESCANU",4,"GHEORGHE EDUARD MANOLE",2,"GYORGY FRUNDA",1,"ION SASU",0,"GRAZIELA-ELENA BIRLA",0,"NICULAE CERVENI",0,"PAUL-PHILIPPE HOHENZOLLERN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",27,NA
"Qatar","QAT","Romania","ROU",2000-11-26,"Presidential",NA,37,37,37,0,NA,NA,10,"CONSTANTIN MUGUREL ISARESCU",10,"ION ILIESCU",6,"THEODOR DUMITRU STOLOJAN",4,"TEODOR VIOREL MELESCANU",4,"PETRE ROMAN",2,"CORNELIU VADIM TUDOR",1,"GRAZIELA-ELENA BIRLA",0,"GYORGY FRUNDA",0,"GHEORGHE EDUARD MANOLE",0,"NICULAE CERVENI",0,"PAUL-PHILIPPE HOHENZOLLERN",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",10,NA
"US","USA","Romania","ROU",2000-11-26,"Presidential",NA,6276,6238,6238,37,NA,NA,3575,"CONSTANTIN MUGUREL ISARESCU",1514,"THEODOR DUMITRU STOLOJAN",493,"CORNELIU VADIM TUDOR",331,"ION ILIESCU",103,"PETRE ROMAN",97,"TEODOR VIOREL MELESCANU",64,"GYORGY FRUNDA",16,"GHEORGHE EDUARD MANOLE",16,"PAUL-PHILIPPE HOHENZOLLERN",15,"NICULAE CERVENI",14,"GRAZIELA-ELENA BIRLA",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",331,NA
"Senegal","SEN","Romania","ROU",2000-11-26,"Presidential",NA,40,40,40,0,NA,NA,13,"ION ILIESCU",11,"THEODOR DUMITRU STOLOJAN",8,"CONSTANTIN MUGUREL ISARESCU",4,"CORNELIU VADIM TUDOR",2,"TEODOR VIOREL MELESCANU",1,"GRAZIELA-ELENA BIRLA",1,"PETRE ROMAN",0,"GYORGY FRUNDA",0,"GHEORGHE EDUARD MANOLE",0,"NICULAE CERVENI",0,"PAUL-PHILIPPE HOHENZOLLERN",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",13,NA
"Singapore","SGP","Romania","ROU",2000-11-26,"Presidential",NA,29,29,29,0,NA,NA,13,"CONSTANTIN MUGUREL ISARESCU",9,"THEODOR DUMITRU STOLOJAN",5,"ION ILIESCU",1,"CORNELIU VADIM TUDOR",1,"GHEORGHE EDUARD MANOLE",0,"GRAZIELA-ELENA BIRLA",0,"TEODOR VIOREL MELESCANU",0,"PETRE ROMAN",0,"GYORGY FRUNDA",0,"NICULAE CERVENI",0,"PAUL-PHILIPPE HOHENZOLLERN",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",5,NA
"Syria","SYR","Romania","ROU",2000-11-26,"Presidential",NA,83,83,83,0,NA,NA,27,"CONSTANTIN MUGUREL ISARESCU",27,"ION ILIESCU",16,"THEODOR DUMITRU STOLOJAN",5,"PETRE ROMAN",3,"CORNELIU VADIM TUDOR",2,"PAUL-PHILIPPE HOHENZOLLERN",1,"GRAZIELA-ELENA BIRLA",1,"TEODOR VIOREL MELESCANU",1,"NICULAE CERVENI",0,"GYORGY FRUNDA",0,"GHEORGHE EDUARD MANOLE",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",27,NA
"Slovakia","SVK","Romania","ROU",2000-11-26,"Presidential",NA,70,70,70,0,NA,NA,32,"CONSTANTIN MUGUREL ISARESCU",14,"THEODOR DUMITRU STOLOJAN",12,"ION ILIESCU",4,"PETRE ROMAN",3,"CORNELIU VADIM TUDOR",3,"TEODOR VIOREL MELESCANU",1,"GRAZIELA-ELENA BIRLA",1,"GYORGY FRUNDA",0,"GHEORGHE EDUARD MANOLE",0,"NICULAE CERVENI",0,"PAUL-PHILIPPE HOHENZOLLERN",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",12,NA
"Slovenia","SVN","Romania","ROU",2000-11-26,"Presidential",NA,31,31,31,0,NA,NA,10,"CONSTANTIN MUGUREL ISARESCU",7,"ION ILIESCU",7,"THEODOR DUMITRU STOLOJAN",3,"CORNELIU VADIM TUDOR",3,"TEODOR VIOREL MELESCANU",1,"ION SASU",0,"GRAZIELA-ELENA BIRLA",0,"PETRE ROMAN",0,"GYORGY FRUNDA",0,"GHEORGHE EDUARD MANOLE",0,"NICULAE CERVENI",0,"PAUL-PHILIPPE HOHENZOLLERN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",7,NA
"Spain","ESP","Romania","ROU",2000-11-26,"Presidential",NA,809,805,805,4,NA,NA,234,"THEODOR DUMITRU STOLOJAN",179,"CORNELIU VADIM TUDOR",161,"CONSTANTIN MUGUREL ISARESCU",121,"ION ILIESCU",64,"PETRE ROMAN",24,"TEODOR VIOREL MELESCANU",6,"GHEORGHE EDUARD MANOLE",6,"PAUL-PHILIPPE HOHENZOLLERN",4,"GRAZIELA-ELENA BIRLA",4,"GYORGY FRUNDA",2,"NICULAE CERVENI",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",121,NA
"Sudan","SDN","Romania","ROU",2000-11-26,"Presidential",NA,24,24,24,0,NA,NA,10,"ION ILIESCU",7,"THEODOR DUMITRU STOLOJAN",2,"CORNELIU VADIM TUDOR",2,"NICULAE CERVENI",1,"CONSTANTIN MUGUREL ISARESCU",1,"TEODOR VIOREL MELESCANU",1,"PETRE ROMAN",0,"GRAZIELA-ELENA BIRLA",0,"GYORGY FRUNDA",0,"GHEORGHE EDUARD MANOLE",0,"PAUL-PHILIPPE HOHENZOLLERN",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",10,NA
"Sweden","SWE","Romania","ROU",2000-11-26,"Presidential",NA,135,133,133,2,NA,NA,72,"CONSTANTIN MUGUREL ISARESCU",23,"THEODOR DUMITRU STOLOJAN",18,"ION ILIESCU",6,"CORNELIU VADIM TUDOR",6,"GYORGY FRUNDA",4,"PETRE ROMAN",2,"GRAZIELA-ELENA BIRLA",2,"TEODOR VIOREL MELESCANU",0,"GHEORGHE EDUARD MANOLE",0,"NICULAE CERVENI",0,"PAUL-PHILIPPE HOHENZOLLERN",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",18,NA
"Thailand","THA","Romania","ROU",2000-11-26,"Presidential",NA,17,17,17,0,NA,NA,8,"CONSTANTIN MUGUREL ISARESCU",5,"ION ILIESCU",3,"THEODOR DUMITRU STOLOJAN",1,"PETRE ROMAN",0,"CORNELIU VADIM TUDOR",0,"GRAZIELA-ELENA BIRLA",0,"TEODOR VIOREL MELESCANU",0,"GYORGY FRUNDA",0,"GHEORGHE EDUARD MANOLE",0,"NICULAE CERVENI",0,"PAUL-PHILIPPE HOHENZOLLERN",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",5,NA
"Tunisia","TUN","Romania","ROU",2000-11-26,"Presidential",NA,70,70,70,0,NA,NA,24,"CONSTANTIN MUGUREL ISARESCU",17,"THEODOR DUMITRU STOLOJAN",16,"ION ILIESCU",6,"CORNELIU VADIM TUDOR",3,"TEODOR VIOREL MELESCANU",3,"PETRE ROMAN",1,"GRAZIELA-ELENA BIRLA",0,"GYORGY FRUNDA",0,"GHEORGHE EDUARD MANOLE",0,"NICULAE CERVENI",0,"PAUL-PHILIPPE HOHENZOLLERN",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",16,NA
"Turkey","TUR","Romania","ROU",2000-11-26,"Presidential",NA,193,193,193,0,NA,NA,54,"THEODOR DUMITRU STOLOJAN",38,"TEODOR VIOREL MELESCANU",31,"PAUL-PHILIPPE HOHENZOLLERN",25,"ION ILIESCU",17,"CONSTANTIN MUGUREL ISARESCU",16,"CORNELIU VADIM TUDOR",6,"GYORGY FRUNDA",3,"GHEORGHE EDUARD MANOLE",1,"GRAZIELA-ELENA BIRLA",1,"PETRE ROMAN",1,"NICULAE CERVENI",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",25,NA
"Turkmenistan","TKM","Romania","ROU",2000-11-26,"Presidential",NA,14,14,14,0,NA,NA,8,"THEODOR DUMITRU STOLOJAN",4,"ION ILIESCU",2,"CONSTANTIN MUGUREL ISARESCU",0,"CORNELIU VADIM TUDOR",0,"GRAZIELA-ELENA BIRLA",0,"TEODOR VIOREL MELESCANU",0,"PETRE ROMAN",0,"GYORGY FRUNDA",0,"GHEORGHE EDUARD MANOLE",0,"NICULAE CERVENI",0,"PAUL-PHILIPPE HOHENZOLLERN",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",4,NA
"Ukraine","UKR","Romania","ROU",2000-11-26,"Presidential",NA,130,130,130,0,NA,NA,62,"ION ILIESCU",26,"CORNELIU VADIM TUDOR",21,"CONSTANTIN MUGUREL ISARESCU",13,"THEODOR DUMITRU STOLOJAN",3,"PAUL-PHILIPPE HOHENZOLLERN",2,"TEODOR VIOREL MELESCANU",2,"PETRE ROMAN",1,"GHEORGHE EDUARD MANOLE",0,"GRAZIELA-ELENA BIRLA",0,"GYORGY FRUNDA",0,"NICULAE CERVENI",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",62,NA
"Hungary","HUN","Romania","ROU",2000-11-26,"Presidential",NA,3443,3421,3421,22,NA,NA,2629,"GYORGY FRUNDA",341,"CONSTANTIN MUGUREL ISARESCU",219,"THEODOR DUMITRU STOLOJAN",114,"ION ILIESCU",39,"CORNELIU VADIM TUDOR",34,"PETRE ROMAN",17,"TEODOR VIOREL MELESCANU",9,"GHEORGHE EDUARD MANOLE",8,"PAUL-PHILIPPE HOHENZOLLERN",7,"GRAZIELA-ELENA BIRLA",3,"NICULAE CERVENI",1,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",114,NA
"Uruguay","URY","Romania","ROU",2000-11-26,"Presidential",NA,19,19,19,0,NA,NA,7,"ION ILIESCU",6,"THEODOR DUMITRU STOLOJAN",3,"CORNELIU VADIM TUDOR",2,"CONSTANTIN MUGUREL ISARESCU",1,"PETRE ROMAN",0,"GRAZIELA-ELENA BIRLA",0,"TEODOR VIOREL MELESCANU",0,"GYORGY FRUNDA",0,"GHEORGHE EDUARD MANOLE",0,"NICULAE CERVENI",0,"PAUL-PHILIPPE HOHENZOLLERN",0,"ION SASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ION ILIESCU",7,NA
